task_id,task_code,project_id,assigned_user_id,task_name,task_status,priority,created_date,due_date,completed_date
1282,TSK01282,50,187,Design User Interface,completed,medium,2024-06-11,2024-07-03,2024-06-25
1283,TSK01283,50,170,Create Database Schema,completed,high,2024-06-07,2024-06-21,2024-06-26
1284,TSK01284,50,199,Create Dashboard,pending,low,2024-06-10,2024-07-29,
1285,TSK01285,50,197,Write Documentation,in progress,medium,2024-06-27,2024-08-17,
1286,TSK01286,50,185,Write Documentation,in progress,medium,2024-06-15,2024-07-12,
1287,TSK01287,50,196,Create Database Schema,pending,medium,2024-06-18,2024-07-08,
1288,TSK01288,50,216,Create Dashboard,in progress,low,2024-06-10,2024-07-06,
1289,TSK01289,50,196,Create Database Schema,completed,high,2024-06-11,2024-07-22,2024-06-18
1290,TSK01290,50,168,Fix Bugs,in progress,critical,2024-06-06,2024-07-08,
1291,TSK01291,50,212,Create Database Schema,pending,high,2024-06-25,2024-08-08,
1292,TSK01292,50,182,Create Database Schema,in progress,medium,2024-06-03,2024-07-13,
1293,TSK01293,51,224,Fix Bugs,pending,medium,2024-10-28,2024-11-23,
1294,TSK01294,51,232,Write Documentation,completed,medium,2024-10-28,2024-12-13,2024-11-08
1295,TSK01295,51,255,Develop API,in progress,high,2024-10-31,2024-12-17,
1296,TSK01296,51,231,Security Testing,in progress,medium,2024-11-06,2024-12-25,
1297,TSK01297,51,237,Deploy Application,completed,high,2024-11-10,2025-01-05,2024-11-25
1298,TSK01298,51,256,Design User Interface,in progress,medium,2024-11-13,2024-12-13,
1299,TSK01299,51,229,Fix Bugs,pending,high,2024-10-29,2024-12-01,
1300,TSK01300,51,233,Write Documentation,completed,medium,2024-10-25,2024-11-19,2024-10-28
1301,TSK01301,51,235,Write Documentation,pending,medium,2024-11-04,2024-11-20,
1302,TSK01302,51,239,Optimize Performance,pending,medium,2024-10-21,2024-11-24,
1303,TSK01303,51,232,Develop API,completed,medium,2024-10-28,2024-11-05,2024-10-30
1304,TSK01304,51,255,Develop API,completed,medium,2024-10-23,2024-11-01,2024-11-01
1305,TSK01305,51,221,Design User Interface,in progress,high,2024-11-07,2024-11-19,
1306,TSK01306,51,246,Create Dashboard,completed,medium,2024-10-25,2024-11-06,2024-10-28
1307,TSK01307,51,235,Create Database Schema,completed,medium,2024-10-27,2024-12-05,2024-11-01
1308,TSK01308,51,257,Deploy Application,pending,medium,2024-11-13,2024-11-25,
1309,TSK01309,51,240,Create Dashboard,in progress,high,2024-10-22,2024-12-15,
1310,TSK01310,51,247,Testing Module,completed,low,2024-10-27,2024-11-14,2024-11-04
1311,TSK01311,51,246,Fix Bugs,completed,high,2024-10-21,2024-10-31,2024-11-05
1312,TSK01312,51,227,Create Dashboard,in progress,medium,2024-10-30,2024-12-06,
1313,TSK01313,51,237,Develop API,pending,medium,2024-11-05,2024-12-27,
1314,TSK01314,51,222,Design User Interface,completed,medium,2024-10-26,2024-12-22,2024-10-27
1315,TSK01315,51,255,Write Documentation,pending,medium,2024-11-05,2024-12-26,
1316,TSK01316,51,254,Testing Module,completed,high,2024-10-26,2024-11-26,2024-10-30
1317,TSK01317,51,236,Fix Bugs,completed,low,2024-10-15,2024-12-13,2024-10-28
1318,TSK01318,52,230,Optimize Performance,in progress,medium,2024-09-23,2024-11-20,
1319,TSK01319,52,237,Create Database Schema,completed,high,2024-10-10,2024-11-17,2024-10-12
1320,TSK01320,52,247,Create Database Schema,completed,high,2024-10-01,2024-11-21,2024-10-12
1321,TSK01321,52,242,Write Documentation,in progress,medium,2024-09-24,2024-11-22,
1322,TSK01322,52,221,Design User Interface,completed,medium,2024-10-03,2024-10-21,2024-10-18
1323,TSK01323,52,228,Design User Interface,in progress,medium,2024-10-06,2024-11-22,
1324,TSK01324,52,225,Create Database Schema,in progress,low,2024-09-25,2024-11-04,
1325,TSK01325,52,246,Create Dashboard,completed,medium,2024-10-08,2024-12-01,2024-10-13
1326,TSK01326,52,257,Create Dashboard,in progress,high,2024-09-20,2024-10-09,
1327,TSK01327,52,231,Write Documentation,in progress,high,2024-09-18,2024-11-17,
1328,TSK01328,52,221,Design User Interface,in progress,high,2024-10-14,2024-12-01,
1329,TSK01329,52,249,Testing Module,completed,medium,2024-10-05,2024-10-22,2024-10-08
1330,TSK01330,52,247,Security Testing,in progress,medium,2024-09-17,2024-09-29,
1331,TSK01331,52,256,Create Database Schema,pending,low,2024-09-27,2024-11-06,
1332,TSK01332,52,251,Create Database Schema,completed,medium,2024-09-29,2024-10-19,2024-10-14
1333,TSK01333,52,238,Optimize Performance,completed,medium,2024-09-22,2024-10-26,2024-10-01
1334,TSK01334,52,233,Fix Bugs,pending,high,2024-10-13,2024-11-01,
1335,TSK01335,52,229,Design User Interface,pending,medium,2024-09-29,2024-10-22,
1336,TSK01336,52,243,Security Testing,completed,medium,2024-09-23,2024-10-29,2024-10-01
1337,TSK01337,52,228,Create Dashboard,pending,critical,2024-09-18,2024-10-20,
1338,TSK01338,52,244,Write Documentation,pending,high,2024-10-07,2024-10-30,
1339,TSK01339,52,223,Design User Interface,pending,medium,2024-09-18,2024-10-10,
1340,TSK01340,52,222,Design User Interface,completed,medium,2024-10-01,2024-11-16,2024-10-21
1341,TSK01341,52,245,Create Dashboard,in progress,low,2024-09-28,2024-11-09,
1342,TSK01342,52,236,Develop API,in progress,medium,2024-09-17,2024-10-15,
1343,TSK01343,52,225,Create Dashboard,in progress,high,2024-10-14,2024-11-17,
1344,TSK01344,52,240,Design User Interface,in progress,critical,2024-09-20,2024-10-28,
1345,TSK01345,52,243,Write Documentation,completed,medium,2024-10-13,2024-11-05,2024-10-22
1346,TSK01346,52,253,Create Dashboard,completed,medium,2024-10-05,2024-10-22,2024-10-14
1347,TSK01347,52,229,Deploy Application,completed,high,2024-09-26,2024-11-14,2024-10-12
1348,TSK01348,52,232,Develop API,completed,low,2024-10-06,2024-10-24,2024-10-08
1349,TSK01349,52,230,Optimize Performance,in progress,medium,2024-09-17,2024-10-25,
1350,TSK01350,52,255,Optimize Performance,in progress,medium,2024-09-17,2024-10-01,
1351,TSK01351,52,227,Create Dashboard,completed,low,2024-10-13,2024-11-07,2024-10-18
1352,TSK01352,53,252,Fix Bugs,pending,medium,2024-06-02,2024-07-21,
1353,TSK01353,53,220,Deploy Application,pending,high,2024-05-25,2024-06-12,
1354,TSK01354,53,251,Create Database Schema,completed,high,2024-05-20,2024-05-28,2024-05-28
1355,TSK01355,53,245,Create Dashboard,completed,medium,2024-05-16,2024-05-29,2024-05-20
1356,TSK01356,53,221,Create Database Schema,in progress,medium,2024-06-02,2024-07-24,
1357,TSK01357,53,237,Security Testing,in progress,medium,2024-05-28,2024-06-25,
1358,TSK01358,53,240,Security Testing,completed,low,2024-05-08,2024-05-18,2024-05-23
1359,TSK01359,53,223,Create Database Schema,completed,medium,2024-06-01,2024-07-16,2024-06-12
1360,TSK01360,53,236,Develop API,pending,medium,2024-05-19,2024-07-14,
1361,TSK01361,53,221,Testing Module,in progress,low,2024-06-03,2024-07-29,
1362,TSK01362,53,229,Create Database Schema,in progress,medium,2024-05-19,2024-07-16,
1363,TSK01363,53,228,Create Dashboard,completed,medium,2024-05-20,2024-07-19,2024-05-30
1364,TSK01364,53,251,Optimize Performance,in progress,high,2024-05-18,2024-06-24,
1365,TSK01365,53,247,Create Database Schema,in progress,high,2024-05-15,2024-07-12,
1366,TSK01366,53,247,Create Database Schema,completed,low,2024-05-18,2024-06-15,2024-06-01
1367,TSK01367,54,229,Optimize Performance,pending,medium,2025-02-01,2025-03-21,
1368,TSK01368,54,249,Write Documentation,pending,low,2025-01-27,2025-03-26,
1369,TSK01369,54,228,Fix Bugs,in progress,high,2025-01-26,2025-03-07,
1370,TSK01370,54,223,Deploy Application,in progress,low,2025-01-24,2025-02-02,
1371,TSK01371,54,247,Write Documentation,pending,low,2025-01-27,2025-03-17,
1372,TSK01372,54,236,Create Dashboard,in progress,medium,2025-02-03,2025-02-15,
1373,TSK01373,54,227,Optimize Performance,in progress,low,2025-02-04,2025-02-22,
1374,TSK01374,54,225,Write Documentation,in progress,high,2025-02-06,2025-03-04,
1375,TSK01375,54,249,Optimize Performance,in progress,medium,2025-01-21,2025-02-13,
1376,TSK01376,54,233,Develop API,completed,low,2025-01-21,2025-03-07,2025-01-27
1377,TSK01377,54,247,Deploy Application,completed,low,2025-01-19,2025-02-20,2025-01-23
1378,TSK01378,54,250,Optimize Performance,pending,medium,2025-01-14,2025-03-04,
1379,TSK01379,54,239,Security Testing,completed,high,2025-02-03,2025-03-21,2025-02-19
1380,TSK01380,54,239,Create Database Schema,completed,low,2025-01-22,2025-01-29,2025-02-04
1381,TSK01381,54,221,Testing Module,pending,high,2025-01-17,2025-02-06,
1382,TSK01382,54,247,Deploy Application,completed,low,2025-01-26,2025-02-21,2025-02-03
1383,TSK01383,54,250,Write Documentation,in progress,low,2025-02-04,2025-02-21,
1384,TSK01384,54,248,Optimize Performance,pending,medium,2025-02-08,2025-03-15,
1385,TSK01385,54,238,Security Testing,pending,high,2025-01-29,2025-03-02,
1386,TSK01386,54,226,Write Documentation,in progress,critical,2025-01-12,2025-02-19,
1387,TSK01387,54,255,Fix Bugs,in progress,low,2025-02-03,2025-03-07,
1388,TSK01388,54,251,Testing Module,in progress,high,2025-01-26,2025-03-07,
1389,TSK01389,54,240,Deploy Application,in progress,low,2025-01-11,2025-02-28,
1390,TSK01390,54,251,Security Testing,completed,high,2025-01-24,2025-02-22,2025-01-28
1391,TSK01391,55,230,Fix Bugs,in progress,high,2024-02-21,2024-03-29,
1392,TSK01392,55,252,Testing Module,in progress,medium,2024-02-10,2024-03-31,
1393,TSK01393,55,228,Fix Bugs,completed,high,2024-02-09,2024-03-11,2024-02-24
1394,TSK01394,55,250,Develop API,completed,medium,2024-02-12,2024-03-08,2024-02-24
1395,TSK01395,55,228,Develop API,completed,low,2024-02-21,2024-04-06,2024-03-08
1396,TSK01396,55,246,Optimize Performance,pending,medium,2024-02-14,2024-03-05,
1397,TSK01397,55,221,Create Dashboard,pending,high,2024-02-16,2024-03-16,
1398,TSK01398,55,252,Design User Interface,pending,high,2024-02-20,2024-03-19,
1399,TSK01399,55,234,Create Database Schema,pending,medium,2024-02-12,2024-03-21,
1400,TSK01400,55,222,Deploy Application,completed,medium,2024-02-07,2024-02-23,2024-02-19
1401,TSK01401,55,226,Design User Interface,completed,high,2024-02-26,2024-04-01,2024-03-14
1402,TSK01402,55,227,Create Database Schema,in progress,high,2024-02-24,2024-04-10,
1403,TSK01403,55,255,Design User Interface,completed,medium,2024-02-24,2024-03-12,2024-02-28
1404,TSK01404,55,233,Create Dashboard,pending,low,2024-02-19,2024-03-15,
1405,TSK01405,55,252,Optimize Performance,in progress,high,2024-02-21,2024-03-05,
1406,TSK01406,55,228,Create Database Schema,completed,high,2024-02-03,2024-03-09,2024-02-14
1407,TSK01407,55,235,Optimize Performance,completed,medium,2024-02-12,2024-03-22,2024-02-13
1408,TSK01408,55,243,Write Documentation,pending,medium,2024-02-04,2024-03-24,
1409,TSK01409,55,253,Write Documentation,pending,high,2024-02-06,2024-02-21,
1410,TSK01410,55,246,Optimize Performance,in progress,critical,2024-02-24,2024-04-04,
1411,TSK01411,55,248,Develop API,completed,high,2024-02-24,2024-04-16,2024-02-25
1412,TSK01412,55,224,Create Database Schema,in progress,medium,2024-02-24,2024-03-27,
1413,TSK01413,55,223,Write Documentation,pending,high,2024-02-23,2024-04-12,
1414,TSK01414,55,223,Deploy Application,completed,critical,2024-02-28,2024-04-01,2024-03-18
1415,TSK01415,56,239,Create Dashboard,completed,high,2025-04-16,2025-04-23,2025-05-04
1416,TSK01416,56,253,Security Testing,in progress,high,2025-04-14,2025-06-04,
1417,TSK01417,56,233,Deploy Application,in progress,medium,2025-03-31,2025-05-16,
1418,TSK01418,56,242,Write Documentation,in progress,high,2025-04-08,2025-05-04,
1419,TSK01419,56,241,Write Documentation,pending,high,2025-03-21,2025-05-14,
1420,TSK01420,56,254,Fix Bugs,pending,medium,2025-04-16,2025-05-25,
1421,TSK01421,56,241,Develop API,in progress,low,2025-04-05,2025-06-01,
1422,TSK01422,56,235,Fix Bugs,in progress,high,2025-04-05,2025-05-14,
1423,TSK01423,56,236,Deploy Application,completed,medium,2025-03-22,2025-04-01,2025-04-03
1424,TSK01424,56,248,Fix Bugs,completed,medium,2025-04-12,2025-04-19,2025-04-16
1425,TSK01425,56,235,Security Testing,in progress,medium,2025-04-02,2025-05-19,
1426,TSK01426,56,234,Create Dashboard,in progress,medium,2025-04-09,2025-05-28,
1427,TSK01427,56,228,Write Documentation,completed,medium,2025-04-13,2025-05-05,2025-05-02
1428,TSK01428,56,257,Testing Module,in progress,high,2025-03-22,2025-04-21,
1429,TSK01429,56,247,Write Documentation,pending,low,2025-04-02,2025-04-12,
1430,TSK01430,56,233,Optimize Performance,completed,low,2025-04-01,2025-05-21,2025-04-17
1431,TSK01431,56,255,Deploy Application,in progress,high,2025-04-04,2025-04-27,
1432,TSK01432,56,247,Optimize Performance,in progress,medium,2025-04-06,2025-05-14,
1433,TSK01433,56,229,Deploy Application,completed,low,2025-04-11,2025-06-02,2025-04-17
1434,TSK01434,56,252,Deploy Application,pending,low,2025-04-02,2025-04-22,
1435,TSK01435,56,230,Deploy Application,in progress,medium,2025-04-02,2025-04-16,
1436,TSK01436,56,227,Create Dashboard,completed,medium,2025-04-07,2025-04-16,2025-04-11
1437,TSK01437,57,239,Create Dashboard,pending,medium,2024-12-22,2025-01-29,
1438,TSK01438,57,257,Write Documentation,completed,low,2024-12-18,2025-01-13,2024-12-23
1439,TSK01439,57,231,Optimize Performance,in progress,low,2025-01-15,2025-02-26,
1440,TSK01440,57,222,Write Documentation,pending,medium,2024-12-29,2025-01-24,
1441,TSK01441,57,241,Write Documentation,in progress,medium,2025-01-05,2025-02-27,
1442,TSK01442,57,252,Optimize Performance,completed,high,2025-01-13,2025-03-03,2025-01-18
1443,TSK01443,57,240,Create Database Schema,pending,high,2025-01-01,2025-02-19,
1444,TSK01444,57,234,Write Documentation,in progress,medium,2025-01-06,2025-01-15,
1445,TSK01445,57,225,Develop API,completed,high,2025-01-08,2025-02-20,2025-01-17
1446,TSK01446,57,255,Create Database Schema,completed,medium,2025-01-07,2025-01-19,2025-01-17
1447,TSK01447,57,256,Design User Interface,completed,critical,2024-12-24,2025-02-02,2025-01-11
1448,TSK01448,57,221,Create Database Schema,completed,medium,2024-12-24,2025-02-03,2025-01-10
1449,TSK01449,57,233,Testing Module,completed,high,2024-12-23,2025-02-21,2025-01-01
1450,TSK01450,57,225,Deploy Application,in progress,medium,2025-01-15,2025-02-16,
1451,TSK01451,57,221,Create Dashboard,pending,medium,2025-01-05,2025-02-07,
1452,TSK01452,57,244,Fix Bugs,completed,low,2024-12-18,2024-12-31,2024-12-29
1453,TSK01453,57,229,Develop API,pending,medium,2025-01-04,2025-01-16,
1454,TSK01454,57,246,Develop API,in progress,low,2024-12-22,2025-01-18,
1455,TSK01455,57,223,Fix Bugs,pending,medium,2024-12-23,2025-01-19,
1456,TSK01456,57,240,Fix Bugs,in progress,medium,2024-12-22,2025-02-19,
1457,TSK01457,57,232,Testing Module,pending,high,2025-01-15,2025-02-28,
1458,TSK01458,57,252,Write Documentation,in progress,high,2024-12-25,2025-01-18,
1459,TSK01459,57,255,Write Documentation,in progress,low,2024-12-19,2024-12-27,
1460,TSK01460,57,237,Deploy Application,completed,critical,2024-12-31,2025-02-19,2025-01-01
1461,TSK01461,57,255,Develop API,pending,medium,2024-12-21,2025-01-23,
1462,TSK01462,57,252,Testing Module,pending,high,2025-01-01,2025-01-17,
1463,TSK01463,58,254,Write Documentation,completed,critical,2024-01-14,2024-02-25,2024-01-22
1464,TSK01464,58,249,Security Testing,pending,medium,2024-01-11,2024-01-28,
1465,TSK01465,58,250,Fix Bugs,pending,medium,2023-12-28,2024-02-26,
1466,TSK01466,58,242,Testing Module,in progress,medium,2024-01-18,2024-02-26,
1467,TSK01467,58,254,Security Testing,pending,low,2024-01-06,2024-01-18,
1468,TSK01468,58,255,Fix Bugs,completed,high,2024-01-09,2024-01-29,2024-01-14
1469,TSK01469,58,240,Create Dashboard,in progress,medium,2024-01-16,2024-03-11,
1470,TSK01470,58,235,Create Dashboard,in progress,medium,2024-01-19,2024-02-24,
1471,TSK01471,58,228,Design User Interface,in progress,medium,2024-01-16,2024-01-23,
1472,TSK01472,58,231,Write Documentation,pending,medium,2024-01-25,2024-03-16,
1473,TSK01473,58,245,Deploy Application,in progress,low,2024-01-19,2024-03-07,
1474,TSK01474,58,221,Optimize Performance,pending,medium,2024-01-17,2024-02-15,
1475,TSK01475,58,242,Write Documentation,in progress,low,2024-01-23,2024-03-19,
1476,TSK01476,58,227,Optimize Performance,completed,medium,2024-01-22,2024-02-10,2024-01-23
1477,TSK01477,58,221,Fix Bugs,pending,medium,2024-01-11,2024-03-03,
1478,TSK01478,58,239,Testing Module,pending,medium,2024-01-08,2024-02-15,
1479,TSK01479,58,251,Security Testing,pending,medium,2024-01-08,2024-01-27,
1480,TSK01480,58,237,Security Testing,completed,medium,2024-01-23,2024-02-09,2024-01-27
1481,TSK01481,58,256,Security Testing,pending,medium,2024-01-14,2024-01-25,
1482,TSK01482,58,224,Develop API,pending,medium,2024-01-15,2024-02-27,
1483,TSK01483,58,253,Fix Bugs,pending,low,2024-01-24,2024-03-14,
1484,TSK01484,59,274,Deploy Application,completed,high,2024-07-06,2024-07-13,2024-07-26
1485,TSK01485,59,312,Create Dashboard,completed,medium,2024-06-27,2024-07-30,2024-06-29
1486,TSK01486,59,291,Optimize Performance,pending,medium,2024-06-22,2024-08-01,
1487,TSK01487,59,304,Testing Module,pending,low,2024-07-08,2024-08-10,
1488,TSK01488,59,258,Write Documentation,in progress,low,2024-07-01,2024-07-13,
1489,TSK01489,59,259,Testing Module,in progress,critical,2024-07-12,2024-08-15,
1490,TSK01490,59,268,Create Dashboard,completed,medium,2024-06-16,2024-08-02,2024-06-23
1491,TSK01491,59,288,Write Documentation,pending,high,2024-07-04,2024-08-17,
1492,TSK01492,59,311,Fix Bugs,completed,medium,2024-07-09,2024-08-15,2024-07-20
1493,TSK01493,59,310,Create Dashboard,completed,medium,2024-06-21,2024-07-13,2024-06-23
1494,TSK01494,60,286,Create Database Schema,completed,medium,2025-02-21,2025-04-06,2025-03-13
1495,TSK01495,60,261,Design User Interface,pending,medium,2025-02-22,2025-04-14,
1496,TSK01496,60,316,Optimize Performance,completed,low,2025-02-21,2025-04-08,2025-02-23
1497,TSK01497,60,264,Design User Interface,in progress,medium,2025-03-11,2025-04-05,
1498,TSK01498,60,264,Security Testing,in progress,high,2025-03-18,2025-04-08,
1499,TSK01499,60,300,Security Testing,in progress,low,2025-03-18,2025-04-18,
1500,TSK01500,60,297,Create Database Schema,completed,medium,2025-03-05,2025-04-24,2025-03-25
1501,TSK01501,60,291,Create Dashboard,pending,medium,2025-03-16,2025-03-29,
1502,TSK01502,60,303,Create Database Schema,pending,medium,2025-02-22,2025-04-23,
1503,TSK01503,60,298,Deploy Application,completed,medium,2025-02-25,2025-03-30,2025-03-02
1504,TSK01504,60,269,Testing Module,completed,low,2025-03-06,2025-03-15,2025-03-21
1505,TSK01505,60,295,Write Documentation,pending,medium,2025-02-20,2025-04-09,
1506,TSK01506,60,295,Deploy Application,in progress,high,2025-03-15,2025-03-31,
1507,TSK01507,60,279,Fix Bugs,in progress,medium,2025-03-06,2025-03-13,
1508,TSK01508,60,301,Develop API,in progress,low,2025-03-07,2025-04-15,
1509,TSK01509,60,285,Create Dashboard,completed,low,2025-03-17,2025-04-05,2025-03-19
1510,TSK01510,60,279,Testing Module,completed,medium,2025-03-11,2025-05-01,2025-03-14
1511,TSK01511,60,302,Create Dashboard,completed,high,2025-03-13,2025-04-25,2025-04-02
1512,TSK01512,60,279,Develop API,completed,low,2025-03-01,2025-04-27,2025-03-15
1513,TSK01513,60,272,Design User Interface,pending,medium,2025-03-20,2025-05-10,
1514,TSK01514,60,271,Testing Module,in progress,medium,2025-02-26,2025-04-23,
1515,TSK01515,60,305,Write Documentation,in progress,medium,2025-03-17,2025-04-04,
1516,TSK01516,60,258,Create Database Schema,completed,medium,2025-03-17,2025-04-28,2025-03-29
1517,TSK01517,60,286,Testing Module,pending,medium,2025-02-22,2025-04-18,
1518,TSK01518,60,259,Testing Module,pending,low,2025-03-02,2025-03-20,
1519,TSK01519,60,279,Deploy Application,completed,medium,2025-02-26,2025-03-17,2025-03-04
1520,TSK01520,60,274,Create Database Schema,pending,low,2025-02-19,2025-04-10,
1521,TSK01521,60,308,Create Database Schema,in progress,medium,2025-02-23,2025-03-15,
1522,TSK01522,60,281,Create Dashboard,in progress,medium,2025-02-28,2025-04-09,
1523,TSK01523,60,314,Create Database Schema,completed,low,2025-03-16,2025-03-31,2025-03-30
1524,TSK01524,60,292,Write Documentation,pending,medium,2025-03-16,2025-04-12,
1525,TSK01525,60,298,Testing Module,in progress,high,2025-03-10,2025-05-04,
1526,TSK01526,60,312,Deploy Application,in progress,medium,2025-03-10,2025-03-26,
1527,TSK01527,60,298,Fix Bugs,pending,high,2025-03-01,2025-04-09,
1528,TSK01528,60,304,Create Database Schema,completed,high,2025-03-09,2025-05-05,2025-03-16
1529,TSK01529,60,290,Write Documentation,completed,high,2025-03-12,2025-04-29,2025-03-18
1530,TSK01530,60,289,Deploy Application,in progress,medium,2025-03-15,2025-04-11,
1531,TSK01531,60,302,Optimize Performance,in progress,high,2025-03-13,2025-04-20,
1532,TSK01532,60,283,Security Testing,in progress,medium,2025-03-06,2025-03-26,
1533,TSK01533,60,313,Testing Module,completed,medium,2025-02-26,2025-03-24,2025-03-13
1534,TSK01534,61,268,Create Dashboard,in progress,medium,2025-01-27,2025-02-08,
1535,TSK01535,61,286,Deploy Application,completed,medium,2025-01-03,2025-02-16,2025-01-13
1536,TSK01536,61,297,Create Dashboard,in progress,medium,2024-12-31,2025-02-05,
1537,TSK01537,61,309,Optimize Performance,in progress,medium,2025-01-12,2025-02-12,
1538,TSK01538,61,272,Fix Bugs,pending,medium,2024-12-30,2025-01-28,
1539,TSK01539,61,311,Deploy Application,pending,medium,2025-01-27,2025-03-16,
1540,TSK01540,61,264,Create Database Schema,completed,low,2025-01-01,2025-01-10,2025-01-09
1541,TSK01541,61,270,Create Dashboard,pending,medium,2025-01-16,2025-03-11,
1542,TSK01542,61,270,Security Testing,completed,critical,2025-01-25,2025-03-21,2025-02-03
1543,TSK01543,61,258,Fix Bugs,completed,medium,2025-01-21,2025-02-19,2025-01-30
1544,TSK01544,61,310,Security Testing,completed,high,2025-01-24,2025-01-31,2025-02-06
1545,TSK01545,61,313,Write Documentation,completed,medium,2025-01-14,2025-03-08,2025-01-19
1546,TSK01546,61,272,Deploy Application,pending,medium,2025-01-22,2025-03-05,
1547,TSK01547,61,310,Optimize Performance,in progress,medium,2025-01-23,2025-02-04,
1548,TSK01548,61,307,Write Documentation,completed,medium,2025-01-09,2025-02-13,2025-01-23
1549,TSK01549,61,281,Develop API,in progress,medium,2025-01-26,2025-02-10,
1550,TSK01550,61,289,Create Dashboard,completed,medium,2025-01-08,2025-02-10,2025-01-09
1551,TSK01551,61,306,Deploy Application,completed,medium,2025-01-12,2025-02-25,2025-01-25
1552,TSK01552,61,260,Develop API,in progress,low,2024-12-30,2025-01-27,
1553,TSK01553,61,316,Security Testing,completed,medium,2025-01-17,2025-02-18,2025-02-06
1554,TSK01554,61,283,Create Database Schema,pending,medium,2025-01-11,2025-01-30,
1555,TSK01555,61,294,Optimize Performance,pending,medium,2025-01-14,2025-02-09,
1556,TSK01556,61,301,Deploy Application,pending,low,2025-01-01,2025-03-01,
1557,TSK01557,62,269,Testing Module,in progress,low,2025-03-25,2025-04-25,
1558,TSK01558,62,276,Deploy Application,pending,low,2025-03-15,2025-03-25,
1559,TSK01559,62,268,Create Dashboard,in progress,high,2025-03-17,2025-04-19,
1560,TSK01560,62,265,Develop API,pending,medium,2025-03-18,2025-04-24,
1561,TSK01561,62,315,Testing Module,pending,low,2025-03-29,2025-04-18,
1562,TSK01562,62,303,Optimize Performance,in progress,low,2025-03-15,2025-04-27,
1563,TSK01563,62,290,Optimize Performance,in progress,medium,2025-03-15,2025-03-22,
1564,TSK01564,62,310,Write Documentation,in progress,medium,2025-03-10,2025-04-01,
1565,TSK01565,62,294,Optimize Performance,in progress,medium,2025-03-22,2025-05-04,
1566,TSK01566,62,299,Optimize Performance,completed,medium,2025-03-07,2025-05-06,2025-03-17
1567,TSK01567,62,297,Develop API,completed,medium,2025-03-28,2025-04-15,2025-04-10
1568,TSK01568,62,287,Write Documentation,completed,high,2025-04-03,2025-04-21,2025-04-17
1569,TSK01569,62,283,Design User Interface,in progress,medium,2025-03-28,2025-04-14,
1570,TSK01570,62,276,Create Database Schema,completed,medium,2025-03-14,2025-05-06,2025-04-01
1571,TSK01571,62,289,Write Documentation,pending,critical,2025-04-03,2025-05-15,
1572,TSK01572,62,306,Create Database Schema,completed,medium,2025-03-09,2025-05-04,2025-03-12
1573,TSK01573,62,268,Fix Bugs,in progress,medium,2025-03-16,2025-03-25,
1574,TSK01574,62,298,Optimize Performance,pending,medium,2025-03-20,2025-05-13,
1575,TSK01575,62,260,Design User Interface,completed,medium,2025-03-18,2025-05-09,2025-03-31
1576,TSK01576,62,300,Optimize Performance,pending,medium,2025-04-04,2025-04-15,
1577,TSK01577,62,273,Optimize Performance,in progress,low,2025-03-08,2025-05-06,
1578,TSK01578,62,311,Design User Interface,completed,medium,2025-03-14,2025-04-01,2025-03-20
1579,TSK01579,62,305,Write Documentation,pending,low,2025-03-15,2025-05-03,
1580,TSK01580,62,275,Develop API,pending,medium,2025-03-30,2025-04-17,
1581,TSK01581,62,271,Optimize Performance,completed,medium,2025-03-12,2025-05-11,2025-03-30
1582,TSK01582,62,282,Fix Bugs,completed,medium,2025-03-26,2025-05-10,2025-03-30
1583,TSK01583,62,282,Testing Module,pending,high,2025-03-06,2025-04-05,
1584,TSK01584,62,263,Design User Interface,pending,medium,2025-04-04,2025-04-11,
1585,TSK01585,62,272,Create Database Schema,completed,high,2025-03-16,2025-05-15,2025-03-19
1586,TSK01586,62,268,Design User Interface,pending,medium,2025-03-27,2025-04-09,
1587,TSK01587,62,293,Testing Module,in progress,medium,2025-04-01,2025-05-12,
1588,TSK01588,62,272,Testing Module,completed,low,2025-03-18,2025-04-14,2025-03-22
1589,TSK01589,63,278,Design User Interface,in progress,medium,2025-03-08,2025-04-13,
1590,TSK01590,63,310,Fix Bugs,pending,medium,2025-03-15,2025-04-14,
1591,TSK01591,63,271,Write Documentation,pending,medium,2025-03-09,2025-04-23,
1592,TSK01592,63,303,Deploy Application,completed,high,2025-03-23,2025-05-05,2025-03-27
1593,TSK01593,63,264,Security Testing,in progress,medium,2025-03-13,2025-04-29,
1594,TSK01594,63,307,Develop API,in progress,medium,2025-03-30,2025-05-16,
1595,TSK01595,63,312,Optimize Performance,completed,low,2025-04-01,2025-04-09,2025-04-12
1596,TSK01596,63,282,Deploy Application,completed,medium,2025-03-27,2025-04-17,2025-04-11
1597,TSK01597,63,258,Testing Module,in progress,low,2025-03-24,2025-05-18,
1598,TSK01598,63,273,Write Documentation,pending,high,2025-04-05,2025-05-21,
1599,TSK01599,63,281,Optimize Performance,pending,medium,2025-03-10,2025-03-26,
1600,TSK01600,63,260,Testing Module,pending,high,2025-03-20,2025-05-04,
1601,TSK01601,63,266,Fix Bugs,completed,medium,2025-03-22,2025-05-18,2025-04-02
1602,TSK01602,63,308,Write Documentation,pending,medium,2025-04-01,2025-04-26,
1603,TSK01603,63,312,Create Dashboard,pending,medium,2025-04-01,2025-04-21,
